rt,key_press,correct,coherent_movement_direction,coherent_orientation,task_type,task_transition,congruency,id,run
370,f,TRUE,180,180,mov,repetition,congruent,4,1
678,f,TRUE,0,180,or,switch,incongruent,4,1
1105,f,TRUE,0,180,or,repetition,incongruent,4,1
468,j,TRUE,0,180,mov,switch,incongruent,4,1
647,j,TRUE,0,0,or,switch,congruent,4,1
629,j,TRUE,0,0,or,repetition,congruent,4,1
908,f,TRUE,180,180,or,repetition,congruent,4,1
581,j,TRUE,0,180,mov,switch,incongruent,4,1
724,j,TRUE,180,0,or,switch,incongruent,4,1
1351,j,TRUE,0,0,or,repetition,congruent,4,1
860,j,TRUE,0,0,or,repetition,congruent,4,1
458,f,TRUE,180,180,mov,switch,congruent,4,1
1300,j,FALSE,180,0,mov,repetition,incongruent,4,1
660,f,TRUE,180,180,mov,repetition,congruent,4,1
600,j,TRUE,0,0,mov,repetition,congruent,4,1
899,f,TRUE,180,180,mov,repetition,congruent,4,1
572,f,TRUE,180,0,mov,repetition,incongruent,4,1
808,f,TRUE,180,180,or,switch,congruent,4,1
734,j,TRUE,0,0,mov,switch,congruent,4,1
1323,j,TRUE,180,0,or,switch,incongruent,4,1
390,f,TRUE,180,0,mov,switch,incongruent,4,1
395,j,TRUE,0,0,mov,repetition,congruent,4,1
1141,f,TRUE,0,180,or,switch,incongruent,4,1
581,j,TRUE,180,0,or,repetition,incongruent,4,1
457,j,TRUE,0,180,mov,switch,incongruent,4,1
930,f,TRUE,180,180,or,switch,congruent,4,1
1119,j,TRUE,180,0,or,repetition,incongruent,4,1
736,f,TRUE,0,180,or,repetition,incongruent,4,1
703,j,TRUE,0,0,mov,switch,congruent,4,1
877,j,TRUE,0,0,mov,repetition,congruent,4,1
637,f,TRUE,180,0,mov,repetition,incongruent,4,1
1074,j,TRUE,0,0,mov,repetition,congruent,4,1
549,j,TRUE,0,0,mov,repetition,congruent,4,1
516,j,TRUE,0,180,mov,repetition,incongruent,4,1
425,j,TRUE,0,180,mov,repetition,incongruent,4,1
703,f,TRUE,180,180,or,switch,congruent,4,1
556,f,TRUE,0,180,or,repetition,incongruent,4,1
823,f,TRUE,0,180,or,repetition,incongruent,4,1
374,f,TRUE,180,180,mov,switch,congruent,4,1
1091,f,FALSE,0,0,or,switch,congruent,4,1
987,j,TRUE,180,0,or,repetition,incongruent,4,1
422,f,TRUE,180,0,mov,switch,incongruent,4,1
525,f,TRUE,180,180,mov,repetition,congruent,4,1
1094,j,TRUE,0,0,or,switch,congruent,4,1
456,j,TRUE,0,180,mov,switch,incongruent,4,1
707,j,TRUE,180,0,or,switch,incongruent,4,1
660,j,TRUE,0,0,mov,switch,congruent,4,1
1037,f,TRUE,180,180,or,switch,congruent,4,1
817,f,TRUE,180,180,or,repetition,congruent,4,1
512,f,TRUE,180,0,mov,switch,incongruent,4,1
880,j,TRUE,180,0,or,switch,incongruent,4,1
630,j,TRUE,0,180,mov,switch,incongruent,4,1
544,f,TRUE,180,180,or,switch,congruent,4,1
455,j,TRUE,0,180,mov,switch,incongruent,4,1
532,j,TRUE,180,0,or,switch,incongruent,4,1
540,j,TRUE,0,0,mov,switch,congruent,4,1
344,f,TRUE,180,180,mov,repetition,congruent,4,1
1027,j,TRUE,0,0,or,switch,congruent,4,1
643,f,TRUE,0,180,or,repetition,incongruent,4,1
694,f,TRUE,0,180,or,repetition,incongruent,4,1
496,f,TRUE,180,0,mov,switch,incongruent,4,1
1163,j,TRUE,180,0,or,switch,incongruent,4,1
756,j,TRUE,0,0,or,repetition,congruent,4,1
381,j,TRUE,0,0,mov,switch,congruent,4,1
346,f,TRUE,180,180,mov,repetition,congruent,4,1
1108,f,TRUE,0,180,or,switch,incongruent,4,1
385,f,TRUE,180,0,mov,switch,incongruent,4,1
1032,f,TRUE,180,0,mov,repetition,incongruent,4,1
1203,j,TRUE,0,0,or,switch,congruent,4,1
968,f,TRUE,180,180,or,null,congruent,4,2
440,j,TRUE,0,0,mov,switch,congruent,4,2
450,f,TRUE,180,180,mov,repetition,congruent,4,2
383,f,TRUE,180,180,mov,repetition,congruent,4,2
684,j,TRUE,180,0,or,switch,incongruent,4,2
388,j,TRUE,0,0,mov,switch,congruent,4,2
807,f,TRUE,0,180,or,switch,incongruent,4,2
1266,f,TRUE,180,180,mov,switch,congruent,4,2
886,f,TRUE,180,180,or,switch,congruent,4,2
998,f,TRUE,0,180,or,repetition,incongruent,4,2
797,f,FALSE,0,180,mov,switch,incongruent,4,2
1182,f,FALSE,0,0,or,switch,congruent,4,2
896,j,TRUE,180,0,or,repetition,incongruent,4,2
973,j,TRUE,180,0,or,repetition,incongruent,4,2
1080,f,TRUE,0,180,or,repetition,incongruent,4,2
1258,j,TRUE,0,0,or,repetition,congruent,4,2
386,f,TRUE,180,0,mov,switch,incongruent,4,2
376,j,TRUE,0,0,mov,repetition,congruent,4,2
999,f,TRUE,180,180,mov,repetition,congruent,4,2
398,f,TRUE,180,0,mov,repetition,incongruent,4,2
632,j,TRUE,0,0,mov,repetition,congruent,4,2
513,f,TRUE,180,0,mov,repetition,incongruent,4,2
537,j,TRUE,0,180,mov,repetition,incongruent,4,2
524,j,TRUE,180,0,or,switch,incongruent,4,2
588,f,TRUE,180,180,or,repetition,congruent,4,2
1069,f,TRUE,180,180,or,repetition,congruent,4,2
562,j,TRUE,0,0,or,repetition,congruent,4,2
1191,f,TRUE,180,0,mov,switch,incongruent,4,2
803,f,TRUE,180,180,or,switch,congruent,4,2
1190,j,TRUE,0,180,mov,switch,incongruent,4,2
774,j,TRUE,0,180,mov,repetition,incongruent,4,2
438,f,TRUE,180,180,mov,repetition,congruent,4,2
444,f,TRUE,180,0,mov,repetition,incongruent,4,2
1189,j,TRUE,0,0,or,switch,congruent,4,2
474,f,TRUE,180,180,mov,switch,congruent,4,2
1104,j,TRUE,0,180,or,switch,incongruent,4,2
1337,j,TRUE,0,0,mov,switch,congruent,4,2
653,j,TRUE,0,0,or,switch,congruent,4,2
615,j,TRUE,0,0,or,repetition,congruent,4,2
546,f,TRUE,180,180,mov,switch,congruent,4,2
924,j,TRUE,0,0,mov,repetition,congruent,4,2
600,f,TRUE,180,180,or,switch,congruent,4,2
398,j,TRUE,0,180,mov,switch,incongruent,4,2
988,f,TRUE,180,180,or,switch,congruent,4,2
551,j,TRUE,0,0,mov,switch,congruent,4,2
559,j,TRUE,180,0,or,switch,incongruent,4,2
358,f,TRUE,180,180,mov,switch,congruent,4,2
375,j,TRUE,0,0,mov,repetition,congruent,4,2
528,j,TRUE,180,0,or,switch,incongruent,4,2
521,f,TRUE,180,180,or,repetition,congruent,4,2
371,f,TRUE,180,0,mov,switch,incongruent,4,2
372,f,TRUE,180,0,mov,repetition,incongruent,4,2
631,j,TRUE,0,180,mov,repetition,incongruent,4,2
420,j,TRUE,0,180,mov,repetition,incongruent,4,2
579,j,TRUE,0,0,mov,repetition,congruent,4,2
671,f,TRUE,180,180,or,switch,congruent,4,2
621,f,TRUE,0,180,or,repetition,incongruent,4,2
897,f,TRUE,180,180,mov,switch,congruent,4,2
960,j,TRUE,0,180,mov,repetition,incongruent,4,2
596,f,TRUE,0,180,or,switch,incongruent,4,2
500,j,TRUE,0,0,or,repetition,congruent,4,2
845,f,TRUE,0,180,or,repetition,incongruent,4,2
416,j,TRUE,0,180,mov,switch,incongruent,4,2
789,f,TRUE,180,0,mov,repetition,incongruent,4,2
818,j,TRUE,0,180,mov,repetition,incongruent,4,2
958,j,TRUE,180,0,or,switch,incongruent,4,2
1200,j,TRUE,0,0,mov,switch,congruent,4,2
682,f,TRUE,0,180,or,switch,incongruent,4,2
450,f,TRUE,0,180,or,repetition,incongruent,4,2
971,j,TRUE,180,0,or,repetition,incongruent,4,2
499,f,TRUE,180,0,mov,switch,incongruent,4,2
844,f,TRUE,180,180,or,switch,congruent,4,2
1034,j,TRUE,180,0,or,repetition,incongruent,4,2
532,j,TRUE,0,180,mov,switch,incongruent,4,2
1175,f,TRUE,180,0,mov,repetition,incongruent,4,2
909,j,TRUE,180,0,or,switch,incongruent,4,2
435,f,TRUE,180,180,mov,switch,congruent,4,2
646,j,TRUE,0,0,mov,repetition,congruent,4,2
883,j,TRUE,0,0,or,switch,congruent,4,2
500,f,TRUE,180,0,mov,switch,incongruent,4,2
1233,j,TRUE,0,0,or,switch,congruent,4,2
473,f,TRUE,180,180,mov,switch,congruent,4,2
647,j,TRUE,0,0,or,switch,congruent,4,2
652,f,TRUE,180,180,or,repetition,congruent,4,2
768,j,TRUE,180,0,or,repetition,incongruent,4,2
858,j,TRUE,180,0,or,repetition,incongruent,4,2
892,f,TRUE,0,180,or,repetition,incongruent,4,2
764,f,TRUE,180,180,or,repetition,congruent,4,2
369,f,TRUE,180,0,mov,switch,incongruent,4,2
666,j,TRUE,0,0,mov,repetition,congruent,4,2
668,j,TRUE,0,180,mov,repetition,incongruent,4,2
955,j,TRUE,0,0,or,switch,congruent,4,2
828,f,TRUE,0,180,or,repetition,incongruent,4,2
709,f,TRUE,0,180,or,repetition,incongruent,4,2
996,j,TRUE,0,0,or,repetition,congruent,4,2
446,f,TRUE,180,180,mov,switch,congruent,4,2
987,j,TRUE,180,0,or,null,incongruent,4,3
521,j,TRUE,0,180,mov,switch,incongruent,4,3
602,j,TRUE,180,0,or,switch,incongruent,4,3
803,f,TRUE,0,180,or,repetition,incongruent,4,3
797,f,TRUE,0,180,or,repetition,incongruent,4,3
459,j,TRUE,0,0,mov,switch,congruent,4,3
649,f,TRUE,0,180,or,switch,incongruent,4,3
452,f,TRUE,180,180,mov,switch,congruent,4,3
470,j,TRUE,0,0,mov,repetition,congruent,4,3
842,f,TRUE,180,180,or,switch,congruent,4,3
556,f,TRUE,180,180,or,repetition,congruent,4,3
509,j,TRUE,0,0,mov,switch,congruent,4,3
602,f,TRUE,0,180,or,switch,incongruent,4,3
420,j,TRUE,0,0,mov,switch,congruent,4,3
446,f,TRUE,180,0,mov,repetition,incongruent,4,3
660,f,TRUE,0,180,or,switch,incongruent,4,3
1263,f,FALSE,0,0,or,repetition,congruent,4,3
1165,j,TRUE,180,0,or,repetition,incongruent,4,3
511,j,TRUE,0,180,mov,switch,incongruent,4,3
838,f,TRUE,0,180,or,switch,incongruent,4,3
590,f,TRUE,0,180,or,repetition,incongruent,4,3
481,f,TRUE,180,180,mov,switch,congruent,4,3
672,f,FALSE,180,0,or,switch,incongruent,4,3
671,j,TRUE,180,0,or,repetition,incongruent,4,3
530,j,TRUE,0,180,mov,switch,incongruent,4,3
1212,f,TRUE,180,180,mov,repetition,congruent,4,3
448,j,TRUE,0,180,mov,repetition,incongruent,4,3
957,j,TRUE,180,0,or,switch,incongruent,4,3
863,j,TRUE,0,0,or,repetition,congruent,4,3
495,j,TRUE,0,0,mov,switch,congruent,4,3
460,j,TRUE,0,0,mov,repetition,congruent,4,3
505,f,TRUE,180,180,mov,repetition,congruent,4,3
543,f,TRUE,180,180,mov,repetition,congruent,4,3
463,f,TRUE,180,180,mov,repetition,congruent,4,3
894,f,TRUE,180,180,or,switch,congruent,4,3
447,f,TRUE,180,180,or,repetition,congruent,4,3
709,j,TRUE,180,0,or,repetition,incongruent,4,3
431,j,TRUE,0,0,mov,switch,congruent,4,3
613,f,TRUE,180,180,or,switch,congruent,4,3
806,j,TRUE,180,0,or,repetition,incongruent,4,3
660,f,TRUE,180,0,mov,switch,incongruent,4,3
451,f,TRUE,180,180,mov,repetition,congruent,4,3
1257,j,TRUE,0,0,or,switch,congruent,4,3
565,j,TRUE,0,180,mov,switch,incongruent,4,3
1050,j,TRUE,0,0,or,switch,congruent,4,3
1422,j,TRUE,180,0,or,repetition,incongruent,4,3
556,j,TRUE,0,180,mov,switch,incongruent,4,3
1286,j,TRUE,0,0,or,switch,congruent,4,3
926,j,TRUE,0,0,mov,switch,congruent,4,3
1135,f,TRUE,180,0,mov,repetition,incongruent,4,3
1146,f,TRUE,180,0,mov,repetition,incongruent,4,3
902,j,TRUE,0,180,mov,repetition,incongruent,4,3
1161,j,TRUE,0,0,or,switch,congruent,4,3
747,j,TRUE,0,0,or,repetition,congruent,4,3
855,j,TRUE,0,0,mov,switch,congruent,4,3
819,j,TRUE,180,0,or,switch,incongruent,4,3
1331,f,TRUE,0,180,or,repetition,incongruent,4,3
560,f,TRUE,180,0,mov,switch,incongruent,4,3
722,j,TRUE,0,0,mov,repetition,congruent,4,3
878,j,TRUE,0,180,mov,repetition,incongruent,4,3
447,j,TRUE,0,0,mov,repetition,congruent,4,3
701,f,TRUE,180,0,mov,repetition,incongruent,4,3
865,f,TRUE,180,180,mov,repetition,congruent,4,3
759,j,TRUE,0,180,mov,repetition,incongruent,4,3
937,f,TRUE,0,180,or,switch,incongruent,4,3
453,j,TRUE,180,0,or,repetition,incongruent,4,3
499,f,TRUE,180,180,mov,switch,congruent,4,3
1131,j,TRUE,0,0,mov,repetition,congruent,4,3
492,f,TRUE,180,180,or,switch,congruent,4,3
366,f,TRUE,180,180,mov,switch,congruent,4,3
413,f,TRUE,180,0,mov,repetition,incongruent,4,3
608,j,TRUE,0,180,mov,repetition,incongruent,4,3
397,f,TRUE,180,0,mov,repetition,incongruent,4,3
499,j,TRUE,0,0,or,switch,congruent,4,3
577,j,TRUE,0,0,or,repetition,congruent,4,3
488,f,TRUE,180,180,or,repetition,congruent,4,3
494,f,TRUE,0,180,or,repetition,incongruent,4,3
599,j,TRUE,0,0,or,repetition,congruent,4,3
668,f,TRUE,180,180,mov,switch,congruent,4,3
516,j,TRUE,0,0,or,switch,congruent,4,3
478,f,TRUE,180,180,or,repetition,congruent,4,3
811,f,TRUE,0,180,or,repetition,incongruent,4,3
680,j,TRUE,0,0,or,repetition,congruent,4,3
845,f,TRUE,180,180,or,repetition,congruent,4,3
894,f,TRUE,180,0,mov,switch,incongruent,4,3
498,j,TRUE,180,0,or,switch,incongruent,4,3
393,f,TRUE,180,0,mov,switch,incongruent,4,3
494,f,TRUE,180,180,or,switch,congruent,4,3
752,j,TRUE,0,180,mov,switch,incongruent,4,3
440,f,TRUE,180,0,mov,repetition,incongruent,4,3
931,f,TRUE,0,180,or,switch,incongruent,4,3
730,f,TRUE,180,0,mov,switch,incongruent,4,3
919,j,TRUE,0,180,mov,repetition,incongruent,4,3
868,f,TRUE,180,180,or,switch,congruent,4,3
656,f,TRUE,180,180,or,repetition,congruent,4,3
470,f,TRUE,180,180,mov,switch,congruent,4,3
618,f,TRUE,180,180,mov,null,congruent,4,4
512,j,TRUE,0,0,mov,repetition,congruent,4,4
804,j,TRUE,180,0,or,switch,incongruent,4,4
444,j,TRUE,0,180,mov,switch,incongruent,4,4
344,f,TRUE,180,180,mov,repetition,congruent,4,4
957,f,TRUE,180,180,or,switch,congruent,4,4
1084,j,TRUE,0,0,or,repetition,congruent,4,4
707,f,TRUE,0,180,or,repetition,incongruent,4,4
782,j,TRUE,180,0,or,repetition,incongruent,4,4
586,j,TRUE,0,0,mov,switch,congruent,4,4
1300,j,TRUE,0,0,or,switch,congruent,4,4
1014,f,TRUE,0,180,or,repetition,incongruent,4,4
405,f,TRUE,180,0,mov,switch,incongruent,4,4
1094,f,TRUE,0,180,or,switch,incongruent,4,4
817,f,TRUE,180,180,or,repetition,congruent,4,4
494,f,TRUE,180,0,mov,switch,incongruent,4,4
1088,j,TRUE,0,0,or,switch,congruent,4,4
458,j,TRUE,0,180,mov,switch,incongruent,4,4
612,f,TRUE,180,180,or,switch,congruent,4,4
990,j,TRUE,180,0,or,repetition,incongruent,4,4
1023,f,TRUE,0,180,or,repetition,incongruent,4,4
853,j,TRUE,0,0,or,repetition,congruent,4,4
451,j,TRUE,0,180,mov,switch,incongruent,4,4
593,f,TRUE,180,0,mov,repetition,incongruent,4,4
446,j,TRUE,0,0,mov,repetition,congruent,4,4
606,f,TRUE,180,180,mov,repetition,congruent,4,4
477,f,TRUE,180,180,or,switch,congruent,4,4
479,f,TRUE,180,180,or,repetition,congruent,4,4
489,f,TRUE,180,0,mov,switch,incongruent,4,4
500,j,TRUE,180,0,or,switch,incongruent,4,4
622,f,TRUE,0,180,or,repetition,incongruent,4,4
459,f,TRUE,180,0,mov,switch,incongruent,4,4
509,f,TRUE,180,180,mov,repetition,congruent,4,4
578,f,TRUE,180,0,mov,repetition,incongruent,4,4
797,f,TRUE,0,180,or,switch,incongruent,4,4
541,j,TRUE,0,0,or,repetition,congruent,4,4
927,f,FALSE,0,0,or,repetition,congruent,4,4
669,f,TRUE,0,180,or,repetition,incongruent,4,4
844,j,TRUE,0,0,mov,switch,congruent,4,4
407,j,TRUE,0,0,mov,repetition,congruent,4,4
561,f,TRUE,180,180,mov,repetition,congruent,4,4
595,f,TRUE,180,0,mov,repetition,incongruent,4,4
495,f,TRUE,180,180,mov,repetition,congruent,4,4
591,f,TRUE,180,180,or,switch,congruent,4,4
577,j,TRUE,180,0,or,repetition,incongruent,4,4
1108,j,TRUE,0,0,or,repetition,congruent,4,4
671,f,TRUE,180,180,mov,switch,congruent,4,4
567,j,TRUE,180,0,or,switch,incongruent,4,4
516,f,TRUE,180,180,or,repetition,congruent,4,4
420,j,TRUE,0,0,mov,switch,congruent,4,4
598,f,TRUE,180,180,or,switch,congruent,4,4
454,j,TRUE,180,0,or,repetition,incongruent,4,4
624,j,TRUE,0,180,mov,switch,incongruent,4,4
578,j,TRUE,180,0,or,switch,incongruent,4,4
599,f,TRUE,180,0,mov,switch,incongruent,4,4
456,j,TRUE,0,0,mov,repetition,congruent,4,4
592,j,TRUE,0,180,mov,repetition,incongruent,4,4
692,f,TRUE,180,180,or,switch,congruent,4,4
674,f,TRUE,180,0,mov,switch,incongruent,4,4
519,j,TRUE,0,180,mov,repetition,incongruent,4,4
802,f,FALSE,0,180,mov,repetition,incongruent,4,4
815,j,TRUE,0,180,mov,repetition,incongruent,4,4
583,f,TRUE,0,180,or,switch,incongruent,4,4
344,f,TRUE,180,180,mov,switch,congruent,4,4
358,j,TRUE,0,180,mov,repetition,incongruent,4,4
384,f,FALSE,0,180,mov,repetition,incongruent,4,4
599,f,TRUE,180,180,mov,repetition,congruent,4,4
294,j,TRUE,0,0,mov,repetition,congruent,4,4
871,f,TRUE,0,180,or,switch,incongruent,4,4
428,j,TRUE,0,0,mov,switch,congruent,4,4
872,j,TRUE,0,0,or,switch,congruent,4,4
562,f,TRUE,180,180,or,repetition,congruent,4,4
625,f,TRUE,180,180,or,repetition,congruent,4,4
663,f,TRUE,0,180,or,repetition,incongruent,4,4
1037,f,TRUE,180,180,or,repetition,congruent,4,4
571,j,TRUE,0,180,mov,switch,incongruent,4,4
972,j,TRUE,0,0,or,switch,congruent,4,4
949,j,TRUE,180,0,or,repetition,incongruent,4,4
1029,j,TRUE,0,0,or,repetition,congruent,4,4
465,f,TRUE,180,180,mov,switch,congruent,4,4
436,j,TRUE,180,0,or,switch,incongruent,4,4
450,f,TRUE,180,0,mov,switch,incongruent,4,4
944,j,TRUE,0,0,or,switch,congruent,4,4
514,j,TRUE,0,0,mov,switch,congruent,4,4
403,f,TRUE,180,180,mov,repetition,congruent,4,4
459,f,TRUE,180,180,mov,repetition,congruent,4,4
896,f,TRUE,0,180,or,switch,incongruent,4,4
796,f,TRUE,180,0,mov,switch,incongruent,4,4
1026,j,TRUE,180,0,or,switch,incongruent,4,4
824,j,TRUE,0,0,mov,switch,congruent,4,4
692,j,TRUE,0,180,mov,repetition,incongruent,4,4
647,f,TRUE,180,0,mov,repetition,incongruent,4,4
856,f,TRUE,0,180,or,switch,incongruent,4,4
1293,f,FALSE,0,0,or,repetition,congruent,4,4
545,j,TRUE,0,0,mov,switch,congruent,4,4
464,j,TRUE,180,0,or,switch,incongruent,4,4
422,j,TRUE,0,180,mov,null,incongruent,4,5
960,f,TRUE,0,180,or,switch,incongruent,4,5
991,f,TRUE,180,180,or,repetition,congruent,4,5
677,f,TRUE,180,180,or,repetition,congruent,4,5
1053,f,TRUE,0,180,or,repetition,incongruent,4,5
554,f,TRUE,180,0,mov,switch,incongruent,4,5
813,f,TRUE,180,180,or,switch,congruent,4,5
515,j,TRUE,0,0,mov,switch,congruent,4,5
449,f,TRUE,180,0,mov,repetition,incongruent,4,5
438,f,TRUE,180,0,mov,repetition,incongruent,4,5
1165,f,TRUE,0,180,or,switch,incongruent,4,5
445,j,TRUE,0,0,mov,switch,congruent,4,5
483,j,TRUE,0,180,mov,repetition,incongruent,4,5
418,j,TRUE,0,0,mov,repetition,congruent,4,5
393,j,TRUE,0,180,mov,repetition,incongruent,4,5
698,j,TRUE,180,0,or,switch,incongruent,4,5
513,f,TRUE,180,180,or,repetition,congruent,4,5
686,f,FALSE,0,180,mov,switch,incongruent,4,5
1193,f,TRUE,0,180,or,switch,incongruent,4,5
721,f,TRUE,0,180,or,repetition,incongruent,4,5
370,j,TRUE,0,180,mov,switch,incongruent,4,5
596,f,TRUE,0,180,or,switch,incongruent,4,5
1368,f,FALSE,180,0,or,repetition,incongruent,4,5
441,f,TRUE,180,180,mov,switch,congruent,4,5
952,j,TRUE,180,0,or,switch,incongruent,4,5
394,f,TRUE,180,180,mov,switch,congruent,4,5
410,j,TRUE,0,0,mov,repetition,congruent,4,5
352,f,TRUE,180,180,mov,repetition,congruent,4,5
822,j,TRUE,0,0,or,switch,congruent,4,5
633,f,TRUE,180,180,mov,switch,congruent,4,5
586,f,TRUE,180,180,or,switch,congruent,4,5
711,j,TRUE,180,0,or,repetition,incongruent,4,5
962,j,TRUE,0,0,or,repetition,congruent,4,5
576,j,FALSE,180,180,or,repetition,congruent,4,5
597,j,TRUE,0,0,mov,switch,congruent,4,5
449,f,TRUE,180,0,mov,repetition,incongruent,4,5
661,j,TRUE,0,0,or,switch,congruent,4,5
1049,j,TRUE,0,0,or,repetition,congruent,4,5
375,f,TRUE,180,180,mov,switch,congruent,4,5
530,j,TRUE,0,0,mov,repetition,congruent,4,5
816,f,TRUE,0,180,or,switch,incongruent,4,5
419,f,TRUE,180,180,mov,switch,congruent,4,5
1232,j,TRUE,0,0,or,switch,congruent,4,5
1174,j,TRUE,0,0,mov,switch,congruent,4,5
352,f,TRUE,180,180,mov,repetition,congruent,4,5
994,f,TRUE,180,180,mov,repetition,congruent,4,5
1223,j,TRUE,180,0,or,switch,incongruent,4,5
914,f,TRUE,0,180,or,repetition,incongruent,4,5
407,f,TRUE,180,0,mov,switch,incongruent,4,5
360,f,TRUE,180,180,mov,repetition,congruent,4,5
424,j,TRUE,0,180,mov,repetition,incongruent,4,5
1005,j,TRUE,0,180,mov,repetition,incongruent,4,5
1372,f,TRUE,180,180,or,switch,congruent,4,5
494,j,TRUE,0,0,or,repetition,congruent,4,5
844,j,TRUE,0,0,or,repetition,congruent,4,5
1123,f,TRUE,0,180,or,repetition,incongruent,4,5
465,f,TRUE,180,0,mov,switch,incongruent,4,5
1050,j,FALSE,180,0,mov,repetition,incongruent,4,5
1213,f,TRUE,0,180,or,switch,incongruent,4,5
1034,j,TRUE,180,0,or,repetition,incongruent,4,5
894,f,TRUE,0,180,or,repetition,incongruent,4,5
446,j,TRUE,180,0,or,repetition,incongruent,4,5
903,j,TRUE,0,0,mov,switch,congruent,4,5
600,j,TRUE,0,180,mov,repetition,incongruent,4,5
957,j,TRUE,180,0,or,switch,incongruent,4,5
1010,f,TRUE,180,180,or,repetition,congruent,4,5
1474,j,TRUE,180,0,or,repetition,incongruent,4,5
927,j,TRUE,0,0,mov,switch,congruent,4,5
1044,j,TRUE,0,0,mov,repetition,congruent,4,5
680,f,TRUE,0,180,or,switch,incongruent,4,5
607,j,TRUE,0,0,or,repetition,congruent,4,5
722,f,TRUE,180,180,or,repetition,congruent,4,5
866,j,TRUE,0,0,mov,switch,congruent,4,5
810,f,FALSE,0,180,mov,repetition,incongruent,4,5
728,f,FALSE,0,180,mov,repetition,incongruent,4,5
889,j,FALSE,180,0,mov,repetition,incongruent,4,5
359,f,TRUE,180,180,mov,repetition,congruent,4,5
732,j,TRUE,0,0,or,switch,congruent,4,5
435,f,TRUE,180,0,mov,switch,incongruent,4,5
481,f,TRUE,180,180,or,switch,congruent,4,5
634,f,TRUE,180,180,mov,switch,congruent,4,5
1620,j,TRUE,180,0,or,switch,incongruent,4,5
559,j,TRUE,180,0,or,repetition,incongruent,4,5
917,j,TRUE,0,180,mov,switch,incongruent,4,5
1376,j,TRUE,0,0,or,switch,congruent,4,5
375,f,TRUE,180,0,mov,switch,incongruent,4,5
383,f,TRUE,180,180,mov,repetition,congruent,4,5
1169,j,TRUE,0,0,or,switch,congruent,4,5
572,f,TRUE,180,0,mov,switch,incongruent,4,5
507,f,TRUE,180,0,mov,repetition,incongruent,4,5
524,j,TRUE,0,0,mov,repetition,congruent,4,5
1065,f,TRUE,180,180,or,switch,congruent,4,5
1414,j,FALSE,180,180,or,repetition,congruent,4,5
1089,j,TRUE,180,0,or,repetition,incongruent,4,5
899,j,TRUE,0,180,mov,switch,incongruent,4,5
1109,j,TRUE,0,0,or,switch,congruent,4,5
916,j,FALSE,0,180,or,null,incongruent,2,1
969,f,TRUE,180,180,mov,switch,congruent,2,1
1246,j,TRUE,180,0,or,switch,incongruent,2,1
1262,f,TRUE,0,180,or,repetition,incongruent,2,1
1065,j,TRUE,180,0,or,repetition,incongruent,2,1
617,f,TRUE,180,180,mov,switch,congruent,2,1
432,f,TRUE,180,0,mov,repetition,incongruent,2,1
619,j,TRUE,0,0,or,switch,congruent,2,1
552,f,TRUE,180,180,or,repetition,congruent,2,1
694,f,TRUE,180,180,or,repetition,congruent,2,1
665,j,TRUE,0,180,mov,switch,incongruent,2,1
577,j,TRUE,0,0,mov,repetition,congruent,2,1
476,j,TRUE,0,180,mov,repetition,incongruent,2,1
491,f,TRUE,180,180,or,switch,congruent,2,1
757,j,TRUE,0,0,or,repetition,congruent,2,1
648,f,TRUE,180,180,or,repetition,congruent,2,1
789,f,FALSE,0,0,mov,switch,congruent,2,1
721,j,FALSE,180,0,mov,repetition,incongruent,2,1
746,f,TRUE,180,180,mov,repetition,congruent,2,1
539,f,TRUE,180,180,mov,repetition,congruent,2,1
635,j,TRUE,0,0,mov,repetition,congruent,2,1
538,j,TRUE,0,0,mov,repetition,congruent,2,1
698,j,TRUE,180,0,or,switch,incongruent,2,1
540,j,TRUE,180,0,or,repetition,incongruent,2,1
709,f,TRUE,180,0,mov,switch,incongruent,2,1
604,f,TRUE,180,0,mov,repetition,incongruent,2,1
557,j,TRUE,0,0,mov,repetition,congruent,2,1
621,f,TRUE,180,180,mov,repetition,congruent,2,1
607,j,TRUE,0,180,mov,repetition,incongruent,2,1
674,f,TRUE,0,180,or,switch,incongruent,2,1
583,j,TRUE,180,0,or,repetition,incongruent,2,1
721,j,TRUE,0,0,mov,switch,congruent,2,1
652,f,FALSE,0,0,or,switch,congruent,2,1
533,j,TRUE,0,0,mov,switch,congruent,2,1
624,j,TRUE,0,0,mov,repetition,congruent,2,1
720,j,TRUE,0,0,or,switch,congruent,2,1
679,j,FALSE,180,0,mov,switch,incongruent,2,1
708,f,FALSE,180,0,or,switch,incongruent,2,1
821,f,TRUE,180,180,mov,switch,congruent,2,1
590,j,TRUE,0,0,or,switch,congruent,2,1
811,j,TRUE,180,0,or,repetition,incongruent,2,1
728,j,TRUE,0,0,mov,switch,congruent,2,1
925,f,TRUE,180,180,mov,repetition,congruent,2,1
729,f,TRUE,180,0,mov,repetition,incongruent,2,1
625,j,TRUE,0,180,mov,repetition,incongruent,2,1
742,f,TRUE,180,180,or,switch,congruent,2,1
640,f,TRUE,180,180,mov,switch,congruent,2,1
622,j,TRUE,0,0,or,switch,congruent,2,1
648,f,TRUE,180,180,or,repetition,congruent,2,1
971,f,TRUE,180,0,mov,switch,incongruent,2,1
744,j,TRUE,0,0,or,switch,congruent,2,1
